user_id	avg_pay_amt	avg_pay_amt_weekdays	avg_pay_amt_weekends
33751	[36,49)	[36,49)	[36,49)
33752	[49,65)	[36,49)	[36,49)
33753	[36,49)	[36,49)	[36,49)
33754	>=65	>=65	>=65
33755	>=65	>=65	>=65
33756	[36,49)	[36,49)	[36,49)
33757	>=65	>=65	>=65
33758	>=65	>=65	>=65
33759	<29	<29	<29
33760	[49,65)	[29,36)	>=65
33761	[36,49)	[36,49)	[36,49)
33762	[29,36)	[29,36)	[29,36)
33763	<29	<29	<29
33764	<29	<29	<29
33765	[36,49)	未知	[49,65)
33766	<29	<29	<29
33767	[36,49)	[36,49)	[36,49)
33768	[49,65)	[49,65)	[49,65)
33769	<29	<29	[29,36)
33770	[36,49)	[29,36)	[36,49)
33771	[36,49)	[36,49)	[36,49)
33772	[36,49)	[36,49)	[36,49)
33773	[36,49)	[36,49)	[36,49)
33774	>=65	>=65	>=65
33775	[29,36)	[29,36)	[36,49)
33776	[49,65)	未知	[49,65)
33777	<29	[36,49)	<29
33778	[36,49)	[36,49)	[36,49)
33779	[36,49)	[36,49)	[36,49)
33780	[49,65)	[49,65)	未知
33781	[36,49)	[36,49)	[36,49)
33782	<29	<29	<29
33783	[36,49)	[36,49)	[36,49)
33784	<29	<29	<29
33785	[36,49)	[36,49)	[36,49)
33786	>=65	>=65	>=65
33787	[29,36)	[29,36)	<29
33788	>=65	>=65	>=65
33789	[36,49)	[36,49)	[36,49)
33790	>=65	>=65	>=65
33791	[36,49)	[36,49)	<29
33792	[29,36)	[29,36)	[29,36)
33793	[36,49)	[36,49)	[36,49)
33794	<29	<29	<29
33795	[49,65)	[49,65)	[49,65)
33796	[36,49)	未知	[49,65)
33797	<29	<29	[29,36)
33798	<29	<29	<29
33799	<29	<29	<29
33800	[49,65)	[49,65)	[49,65)
33801	>=65	>=65	>=65
33802	<29	<29	[29,36)
33803	>=65	[49,65)	>=65
33804	<29	<29	<29
33805	[36,49)	未知	[49,65)
33806	[29,36)	[29,36)	[36,49)
33807	>=65	[49,65)	>=65
33808	[36,49)	[36,49)	[36,49)
33809	[29,36)	[29,36)	[36,49)
33810	>=65	>=65	>=65
33811	[29,36)	[29,36)	[29,36)
33812	[36,49)	[29,36)	[36,49)
33813	[49,65)	未知	[49,65)
33814	<29	<29	<29
33815	[36,49)	[36,49)	[36,49)
33816	[29,36)	[29,36)	<29
33817	>=65	>=65	[49,65)
33818	[36,49)	[36,49)	[36,49)
33819	[49,65)	未知	[49,65)
33820	>=65	>=65	>=65
33821	[36,49)	[36,49)	[36,49)
33822	>=65	>=65	>=65
33823	<29	[29,36)	<29
33824	<29	<29	[29,36)
33825	<29	<29	<29
33826	>=65	>=65	>=65
33827	[36,49)	[36,49)	[36,49)
33828	<29	<29	<29
33829	>=65	[36,49)	[29,36)
33830	[49,65)	[49,65)	>=65
33831	[29,36)	[29,36)	[29,36)
33832	[36,49)	[36,49)	[36,49)
33833	[36,49)	[36,49)	[36,49)
33834	[36,49)	[36,49)	<29
33835	[36,49)	未知	[49,65)
33836	[36,49)	[36,49)	[36,49)
33837	>=65	>=65	>=65
33838	[49,65)	未知	[49,65)
33839	>=65	>=65	[49,65)
33840	[49,65)	[49,65)	>=65
33841	>=65	>=65	>=65
33842	<29	<29	<29
33843	>=65	[49,65)	>=65
33844	[36,49)	[36,49)	[29,36)
33845	<29	<29	[29,36)
33846	[36,49)	未知	>=65
33847	[49,65)	[49,65)	[49,65)
33848	<29	<29	<29
33849	>=65	>=65	>=65
33850	>=65	>=65	>=65
33851	>=65	>=65	>=65
33852	[49,65)	[49,65)	[49,65)
33853	<29	<29	<29
33854	<29	[29,36)	<29
33855	[36,49)	未知	[49,65)
33856	[36,49)	[36,49)	[36,49)
33857	[36,49)	[36,49)	[36,49)
33858	>=65	>=65	>=65
33859	[36,49)	[36,49)	[36,49)
33860	>=65	>=65	>=65
33861	[49,65)	>=65	[49,65)
33862	>=65	>=65	>=65
33863	[36,49)	[36,49)	[29,36)
33864	[29,36)	[29,36)	[29,36)
33865	<29	<29	<29
33866	[36,49)	[36,49)	[36,49)
33867	[36,49)	[36,49)	[36,49)
33868	[29,36)	[29,36)	<29
33869	[49,65)	[49,65)	[49,65)
33870	[29,36)	[29,36)	[36,49)
33871	<29	<29	<29
33872	>=65	>=65	>=65
33873	[49,65)	[49,65)	[49,65)
33874	[36,49)	[36,49)	<29
33875	[49,65)	[36,49)	[36,49)
33876	[36,49)	[36,49)	[36,49)
33877	<29	<29	<29
33878	[36,49)	[36,49)	[36,49)
33879	<29	<29	<29
33880	>=65	>=65	>=65
33881	<29	<29	<29
33882	>=65	>=65	>=65
33883	[36,49)	未知	[49,65)
33884	<29	<29	<29
33885	[49,65)	[49,65)	[49,65)
33886	[29,36)	<29	[49,65)
33887	<29	<29	<29
33888	[29,36)	[29,36)	[29,36)
33889	[36,49)	[36,49)	[36,49)
33890	[36,49)	[36,49)	[36,49)
33891	<29	<29	[36,49)
33892	<29	<29	<29
33893	<29	<29	<29
33894	>=65	>=65	[49,65)
33895	[36,49)	[36,49)	[36,49)
33896	<29	<29	<29
33897	[36,49)	[36,49)	[36,49)
33898	<29	<29	[29,36)
33899	[29,36)	<29	[29,36)
33900	[36,49)	[36,49)	[36,49)
33901	>=65	>=65	>=65
33902	[36,49)	[36,49)	[36,49)
33903	>=65	[49,65)	>=65
33904	[49,65)	[49,65)	[49,65)
33905	<29	<29	[29,36)
33906	>=65	[49,65)	>=65
33907	<29	<29	<29
33908	<29	<29	<29
33909	>=65	>=65	>=65
33910	>=65	>=65	>=65
33911	>=65	>=65	>=65
33912	[29,36)	[36,49)	[29,36)
33913	[29,36)	[29,36)	[36,49)
33914	[36,49)	[36,49)	[36,49)
33915	>=65	>=65	>=65
33916	>=65	>=65	未知
33917	[36,49)	[36,49)	[36,49)
33918	[36,49)	未知	[49,65)
33919	[36,49)	[36,49)	[36,49)
33920	[49,65)	未知	>=65
33921	[36,49)	未知	>=65
33922	>=65	[49,65)	>=65
33923	[36,49)	[36,49)	[29,36)
33924	[49,65)	[36,49)	[36,49)
33925	>=65	[49,65)	>=65
33926	[49,65)	[36,49)	[36,49)
33927	[49,65)	[49,65)	[49,65)
33928	[49,65)	[49,65)	[49,65)
33929	<29	<29	<29
33930	[49,65)	[49,65)	>=65
33931	<29	<29	<29
33932	[29,36)	[36,49)	[29,36)
33933	<29	<29	<29
33934	>=65	>=65	>=65
33935	>=65	[49,65)	>=65
33936	<29	<29	<29
33937	[49,65)	[49,65)	[49,65)
33938	>=65	>=65	>=65
33939	[36,49)	未知	>=65
33940	[29,36)	[36,49)	[29,36)
33941	[29,36)	[29,36)	[29,36)
33942	[36,49)	[36,49)	[36,49)
33943	<29	<29	[36,49)
33944	<29	<29	<29
33945	[29,36)	[29,36)	<29
33946	<29	<29	[36,49)
33947	>=65	>=65	>=65
33948	[29,36)	[29,36)	[29,36)
33949	[49,65)	[49,65)	[49,65)
33950	<29	<29	<29
33951	>=65	[49,65)	>=65
33952	>=65	>=65	>=65
33953	[29,36)	[29,36)	<29
33954	<29	<29	<29
33955	[49,65)	未知	[49,65)
33956	<29	<29	<29
33957	<29	<29	<29
33958	<29	<29	<29
33959	[29,36)	[29,36)	[36,49)
33960	[29,36)	[36,49)	<29
33961	[36,49)	[36,49)	[29,36)
33962	[36,49)	未知	>=65
33963	[29,36)	[29,36)	[29,36)
33964	[49,65)	[49,65)	[49,65)
33965	[49,65)	[49,65)	[49,65)
33966	[29,36)	[29,36)	[29,36)
33967	[29,36)	[29,36)	[36,49)
33968	[36,49)	[36,49)	[36,49)
33969	>=65	>=65	>=65
33970	[49,65)	[49,65)	[49,65)
33971	[49,65)	[49,65)	[49,65)
33972	[49,65)	[49,65)	[49,65)
33973	>=65	[49,65)	>=65
33974	[36,49)	[36,49)	[36,49)
33975	[36,49)	[36,49)	[29,36)
33976	>=65	>=65	>=65
33977	[49,65)	[49,65)	>=65
33978	>=65	>=65	>=65
33979	[29,36)	[29,36)	[29,36)
33980	[49,65)	[49,65)	[49,65)
33981	<29	<29	<29
33982	[36,49)	[36,49)	[36,49)
33983	<29	<29	<29
33984	[49,65)	[49,65)	>=65
33985	[29,36)	[29,36)	[36,49)
33986	[36,49)	[36,49)	[36,49)
33987	[36,49)	[29,36)	[49,65)
33988	[29,36)	[29,36)	[29,36)
33989	<29	<29	<29
33990	[36,49)	[36,49)	[29,36)
33991	>=65	>=65	>=65
33992	[29,36)	[29,36)	[29,36)
33993	>=65	>=65	>=65
33994	[49,65)	[36,49)	[36,49)
33995	[36,49)	未知	[49,65)
33996	[36,49)	未知	未知
33997	[36,49)	[36,49)	[36,49)
33998	<29	<29	<29
33999	[49,65)	[49,65)	[49,65)
34000	<29	<29	<29
34001	[36,49)	[36,49)	[36,49)
34002	>=65	>=65	>=65
34003	[36,49)	[36,49)	[36,49)
34004	[29,36)	[29,36)	[29,36)
34005	<29	<29	<29
34006	[49,65)	未知	>=65
34007	<29	[29,36)	<29
34008	[29,36)	[29,36)	[29,36)
34009	>=65	[49,65)	>=65
34010	>=65	>=65	>=65
34011	[36,49)	[36,49)	[36,49)
34012	[49,65)	[49,65)	[49,65)
34013	>=65	>=65	[49,65)
34014	<29	<29	<29
34015	<29	<29	[29,36)
34016	>=65	>=65	[49,65)
34017	[36,49)	[36,49)	[36,49)
34018	[36,49)	[36,49)	[36,49)
34019	>=65	[29,36)	>=65
34020	[36,49)	[36,49)	[36,49)
34021	>=65	[36,49)	[36,49)
34022	<29	<29	<29
34023	[49,65)	[36,49)	[36,49)
34024	[49,65)	[36,49)	[36,49)
34025	<29	[29,36)	<29
34026	>=65	>=65	>=65
34027	>=65	>=65	>=65
34028	[49,65)	[36,49)	[36,49)
34029	[49,65)	[49,65)	>=65
34030	<29	<29	<29
34031	[29,36)	[29,36)	[36,49)
34032	[36,49)	未知	>=65
34033	[49,65)	[49,65)	[49,65)
34034	[49,65)	[49,65)	[49,65)
34035	[36,49)	[36,49)	[36,49)
34036	[36,49)	[36,49)	[29,36)
34037	<29	<29	未知
34038	[36,49)	[36,49)	[36,49)
34039	>=65	[49,65)	>=65
34040	[29,36)	[29,36)	[29,36)
34041	[36,49)	[36,49)	[36,49)
34042	>=65	>=65	>=65
34043	[36,49)	未知	[49,65)
34044	<29	<29	<29
34045	[29,36)	[29,36)	[36,49)
34046	[49,65)	[36,49)	[36,49)
34047	<29	<29	<29
34048	<29	<29	<29
34049	>=65	>=65	>=65
34050	>=65	>=65	[49,65)
34051	[36,49)	[36,49)	[36,49)
34052	[29,36)	[29,36)	[36,49)
34053	[49,65)	[49,65)	>=65
34054	[29,36)	[29,36)	[29,36)
34055	[49,65)	[49,65)	[49,65)
34056	>=65	>=65	>=65
34057	[29,36)	[29,36)	[36,49)
34058	<29	<29	<29
34059	>=65	>=65	>=65
34060	<29	<29	<29
34061	[29,36)	[29,36)	<29
34062	>=65	>=65	>=65
34063	<29	<29	<29
34064	[49,65)	未知	[49,65)
34065	[36,49)	[29,36)	[36,49)
34066	<29	<29	<29
34067	[29,36)	[29,36)	[29,36)
34068	<29	<29	<29
34069	[49,65)	[49,65)	[49,65)
34070	[29,36)	[29,36)	[29,36)
34071	[49,65)	[49,65)	[49,65)
34072	>=65	[36,49)	[36,49)
34073	>=65	>=65	[49,65)
34074	<29	<29	<29
34075	[36,49)	[29,36)	[36,49)
34076	<29	<29	[29,36)
34077	[29,36)	[29,36)	[29,36)
34078	<29	<29	<29
34079	[49,65)	[49,65)	>=65
34080	[49,65)	[49,65)	[49,65)
34081	<29	<29	<29
34082	[36,49)	[36,49)	[36,49)
34083	[49,65)	[49,65)	[49,65)
34084	[36,49)	[36,49)	[36,49)
34085	<29	<29	<29
34086	<29	[29,36)	<29
34087	>=65	>=65	>=65
34088	<29	<29	<29
34089	[36,49)	[36,49)	[36,49)
34090	[36,49)	[36,49)	[36,49)
34091	>=65	>=65	>=65
34092	[49,65)	[49,65)	[49,65)
34093	>=65	>=65	>=65
34094	>=65	>=65	>=65
34095	>=65	[36,49)	<29
34096	<29	<29	<29
34097	<29	[29,36)	<29
34098	[29,36)	[29,36)	<29
34099	[49,65)	[49,65)	[49,65)
34100	<29	<29	<29
34101	<29	<29	<29
34102	[36,49)	未知	未知
34103	>=65	>=65	>=65
34104	[36,49)	[29,36)	[36,49)
34105	[49,65)	[49,65)	>=65
34106	>=65	>=65	[49,65)
34107	[49,65)	[49,65)	>=65
34108	[49,65)	[49,65)	[49,65)
34109	[36,49)	[36,49)	[36,49)
34110	<29	<29	<29
34111	[36,49)	[36,49)	[36,49)
34112	[36,49)	[36,49)	[29,36)
34113	[29,36)	<29	[29,36)
34114	[36,49)	[36,49)	[36,49)
34115	[49,65)	[36,49)	[36,49)
34116	>=65	[36,49)	<29
34117	[49,65)	[49,65)	[49,65)
34118	[36,49)	[36,49)	[36,49)
34119	[36,49)	[36,49)	[36,49)
34120	[36,49)	[36,49)	[36,49)
34121	<29	<29	未知
34122	[36,49)	[36,49)	[36,49)
34123	[36,49)	[36,49)	[36,49)
34124	[49,65)	未知	[49,65)
34125	[49,65)	[36,49)	[36,49)
34126	[29,36)	[29,36)	[29,36)
34127	[49,65)	[49,65)	[49,65)
34128	<29	<29	<29
34129	<29	<29	<29
34130	[29,36)	[29,36)	[36,49)
34131	<29	<29	<29
34132	[49,65)	[49,65)	>=65
34133	>=65	>=65	[49,65)
34134	[49,65)	[49,65)	>=65
34135	[29,36)	[29,36)	[29,36)
34136	[36,49)	[36,49)	[36,49)
34137	[29,36)	[29,36)	[29,36)
34138	<29	<29	<29
34139	>=65	>=65	>=65
34140	<29	<29	<29
34141	[36,49)	未知	[49,65)
34142	<29	<29	[29,36)
34143	[36,49)	未知	[49,65)
34144	<29	<29	[36,49)
34145	[36,49)	[36,49)	[36,49)
34146	<29	<29	<29
34147	[36,49)	[36,49)	[36,49)
34148	<29	<29	<29
34149	<29	<29	<29
34150	[36,49)	[36,49)	[36,49)
34151	[36,49)	[36,49)	[36,49)
34152	<29	<29	[29,36)
34153	<29	<29	<29
34154	[49,65)	[49,65)	>=65
34155	<29	<29	<29
34156	>=65	>=65	[49,65)
34157	[29,36)	[29,36)	[36,49)
34158	<29	<29	<29
34159	>=65	>=65	>=65
34160	>=65	[49,65)	>=65
34161	<29	<29	<29
34162	>=65	[49,65)	>=65
34163	[49,65)	[36,49)	[36,49)
34164	>=65	>=65	[49,65)
34165	>=65	>=65	>=65
34166	<29	<29	<29
34167	[29,36)	[29,36)	未知
34168	[49,65)	未知	>=65
34169	[36,49)	[36,49)	[36,49)
34170	>=65	>=65	>=65
34171	<29	<29	<29
34172	<29	<29	未知
34173	[36,49)	[29,36)	[49,65)
34174	>=65	>=65	>=65
34175	[36,49)	[36,49)	[36,49)
34176	<29	<29	<29
34177	<29	<29	[29,36)
34178	[36,49)	[36,49)	[36,49)
34179	[49,65)	[49,65)	>=65
34180	[49,65)	[49,65)	>=65
34181	>=65	>=65	>=65
34182	<29	<29	<29
34183	[49,65)	[49,65)	[49,65)
34184	>=65	>=65	>=65
34185	[49,65)	未知	[49,65)
34186	[49,65)	未知	[49,65)
34187	[36,49)	[36,49)	<29
34188	>=65	[49,65)	>=65
34189	>=65	>=65	>=65
34190	<29	<29	<29
34191	>=65	[49,65)	>=65
34192	[29,36)	[29,36)	[29,36)
34193	[29,36)	[29,36)	[36,49)
34194	<29	<29	<29
34195	[29,36)	[29,36)	[36,49)
34196	>=65	>=65	[49,65)
34197	>=65	>=65	>=65
34198	[49,65)	[49,65)	[49,65)
34199	>=65	>=65	>=65
34200	[36,49)	[36,49)	[36,49)
34201	>=65	>=65	>=65
34202	[29,36)	[29,36)	<29
34203	>=65	[49,65)	>=65
34204	[36,49)	[29,36)	[36,49)
34205	<29	<29	[29,36)
34206	<29	<29	<29
34207	[29,36)	[36,49)	[29,36)
34208	<29	<29	<29
34209	[36,49)	[36,49)	[36,49)
34210	>=65	>=65	>=65
34211	[36,49)	[36,49)	[36,49)
34212	[29,36)	[29,36)	[29,36)
34213	[36,49)	未知	[49,65)
34214	>=65	>=65	>=65
34215	>=65	>=65	>=65
34216	[36,49)	未知	[49,65)
34217	[49,65)	[49,65)	[49,65)
34218	[29,36)	[29,36)	[29,36)
34219	>=65	>=65	[49,65)
34220	[36,49)	[36,49)	[36,49)
34221	[49,65)	[49,65)	[49,65)
34222	>=65	>=65	>=65
34223	>=65	[49,65)	>=65
34224	>=65	>=65	>=65
34225	[49,65)	[49,65)	[49,65)
34226	>=65	>=65	>=65
34227	>=65	>=65	>=65
34228	[29,36)	[29,36)	未知
34229	[49,65)	[49,65)	>=65
34230	[36,49)	[36,49)	[36,49)
34231	[36,49)	[36,49)	[36,49)
34232	[36,49)	未知	[49,65)
34233	[36,49)	[36,49)	<29
34234	>=65	>=65	>=65
34235	[49,65)	[49,65)	[49,65)
34236	<29	<29	<29
34237	<29	<29	<29
34238	[49,65)	[49,65)	>=65
34239	[49,65)	[49,65)	>=65
34240	[29,36)	[29,36)	[29,36)
34241	[49,65)	未知	[49,65)
34242	[29,36)	[29,36)	<29
34243	[36,49)	[36,49)	<29
34244	<29	<29	<29
34245	[29,36)	[29,36)	[29,36)
34246	[36,49)	[36,49)	[36,49)
34247	>=65	>=65	>=65
34248	[49,65)	[49,65)	[49,65)
34249	<29	<29	<29
34250	[36,49)	未知	[49,65)
34251	[49,65)	未知	[49,65)
34252	<29	<29	<29
34253	>=65	>=65	[49,65)
34254	[36,49)	未知	[49,65)
34255	[36,49)	[36,49)	[36,49)
34256	[36,49)	[36,49)	[36,49)
34257	<29	<29	[29,36)
34258	>=65	>=65	>=65
34259	>=65	>=65	>=65
34260	[49,65)	[49,65)	>=65
34261	[29,36)	[29,36)	[29,36)
34262	>=65	>=65	>=65
34263	>=65	>=65	>=65
34264	<29	<29	<29
34265	<29	<29	<29
34266	[36,49)	[36,49)	[36,49)
34267	[49,65)	[49,65)	[49,65)
34268	<29	<29	<29
34269	[29,36)	[29,36)	[29,36)
34270	[36,49)	未知	[49,65)
34271	<29	<29	<29
34272	[49,65)	[49,65)	>=65
34273	[29,36)	[29,36)	[29,36)
34274	<29	<29	<29
34275	[29,36)	[29,36)	[29,36)
34276	>=65	[49,65)	>=65
34277	[36,49)	[36,49)	[36,49)
34278	<29	[29,36)	<29
34279	[36,49)	[36,49)	[36,49)
34280	>=65	[36,49)	[29,36)
34281	>=65	[49,65)	>=65
34282	[36,49)	[36,49)	[36,49)
34283	<29	<29	<29
34284	[29,36)	[29,36)	[36,49)
34285	>=65	>=65	>=65
34286	<29	<29	<29
34287	>=65	>=65	>=65
34288	<29	<29	<29
34289	[29,36)	<29	[29,36)
34290	[49,65)	[49,65)	[49,65)
34291	[29,36)	<29	[29,36)
34292	>=65	>=65	>=65
34293	[36,49)	[36,49)	[36,49)
34294	[36,49)	[36,49)	[36,49)
34295	[49,65)	[49,65)	>=65
34296	[29,36)	[29,36)	<29
34297	<29	<29	<29
34298	[36,49)	[36,49)	[36,49)
34299	<29	<29	<29
34300	[29,36)	[29,36)	[29,36)
34301	<29	<29	<29
34302	[36,49)	[36,49)	[36,49)
34303	[29,36)	[29,36)	[36,49)
34304	[49,65)	[49,65)	[49,65)
34305	<29	<29	<29
34306	>=65	>=65	>=65
34307	[36,49)	[36,49)	[36,49)
34308	>=65	>=65	>=65
34309	[29,36)	[29,36)	[36,49)
34310	[36,49)	[36,49)	[36,49)
34311	[36,49)	[36,49)	[36,49)
34312	[36,49)	未知	[49,65)
34313	>=65	>=65	>=65
34314	[49,65)	[49,65)	[49,65)
34315	<29	<29	<29
34316	[29,36)	[29,36)	[29,36)
34317	>=65	>=65	>=65
34318	>=65	>=65	[49,65)
34319	[29,36)	[29,36)	[29,36)
34320	[49,65)	[49,65)	[49,65)
34321	>=65	>=65	>=65
34322	<29	<29	<29
34323	[36,49)	[36,49)	[36,49)
34324	>=65	>=65	>=65
34325	>=65	>=65	>=65
34326	>=65	>=65	[49,65)
34327	[36,49)	[36,49)	[36,49)
34328	[36,49)	[36,49)	[29,36)
34329	>=65	>=65	>=65
34330	>=65	>=65	>=65
34331	<29	<29	<29
34332	[29,36)	[29,36)	[29,36)
34333	<29	[29,36)	<29
34334	>=65	[49,65)	>=65
34335	[36,49)	未知	未知
34336	>=65	>=65	>=65
34337	<29	<29	<29
34338	>=65	>=65	>=65
34339	[29,36)	[29,36)	[36,49)
34340	[49,65)	[49,65)	[49,65)
34341	[49,65)	[49,65)	[49,65)
34342	[29,36)	[29,36)	<29
34343	>=65	[49,65)	>=65
34344	[36,49)	[29,36)	[49,65)
34345	[49,65)	[49,65)	>=65
34346	>=65	>=65	>=65
34347	[36,49)	[36,49)	[36,49)
34348	<29	<29	<29
34349	[36,49)	[36,49)	[29,36)
34350	[36,49)	[36,49)	[36,49)
34351	[36,49)	[36,49)	<29
34352	[36,49)	[36,49)	[36,49)
34353	[29,36)	[29,36)	<29
34354	[49,65)	[49,65)	[49,65)
34355	[49,65)	[36,49)	[36,49)
34356	[49,65)	[49,65)	[49,65)
34357	[29,36)	[29,36)	[29,36)
34358	<29	<29	<29
34359	>=65	>=65	>=65
34360	<29	<29	<29
34361	[36,49)	[36,49)	[36,49)
34362	<29	<29	<29
34363	<29	<29	<29
34364	[36,49)	[36,49)	[29,36)
34365	>=65	[36,49)	[36,49)
34366	<29	<29	[29,36)
34367	<29	<29	<29
34368	[36,49)	[36,49)	[36,49)
34369	[36,49)	[36,49)	[36,49)
34370	<29	<29	<29
34371	[36,49)	[36,49)	<29
34372	>=65	>=65	>=65
34373	[29,36)	[29,36)	[29,36)
34374	>=65	>=65	[49,65)
34375	[49,65)	>=65	[49,65)
34376	<29	<29	<29
34377	[36,49)	[36,49)	[36,49)
34378	[49,65)	[49,65)	>=65
34379	<29	<29	<29
34380	[49,65)	未知	[49,65)
34381	[49,65)	[49,65)	>=65
34382	>=65	>=65	>=65
34383	[36,49)	[36,49)	[36,49)
34384	<29	<29	<29
34385	[49,65)	[49,65)	[49,65)
34386	[49,65)	[49,65)	[49,65)
34387	[49,65)	[49,65)	>=65
34388	[36,49)	[36,49)	[36,49)
34389	>=65	[49,65)	>=65
34390	<29	<29	<29
34391	[36,49)	[36,49)	[36,49)
34392	<29	<29	<29
34393	[36,49)	[36,49)	[36,49)
34394	>=65	[49,65)	>=65
34395	[49,65)	[49,65)	[49,65)
34396	<29	<29	[29,36)
34397	[36,49)	未知	未知
34398	[36,49)	[36,49)	[36,49)
34399	[49,65)	未知	>=65
34400	[49,65)	未知	[49,65)
34401	[36,49)	[29,36)	>=65
34402	[36,49)	[36,49)	[36,49)
34403	<29	<29	<29
34404	[36,49)	[36,49)	[36,49)
34405	<29	<29	<29
34406	[36,49)	未知	[49,65)
34407	[49,65)	[49,65)	[49,65)
34408	[49,65)	未知	[49,65)
34409	[29,36)	[29,36)	<29
34410	>=65	>=65	>=65
34411	[36,49)	<29	>=65
34412	[29,36)	[29,36)	<29
34413	[36,49)	[36,49)	[36,49)
34414	<29	<29	<29
34415	<29	<29	<29
34416	[36,49)	[29,36)	[36,49)
34417	[36,49)	[36,49)	[36,49)
34418	[36,49)	[36,49)	[29,36)
34419	[49,65)	[49,65)	[49,65)
34420	<29	<29	<29
34421	[36,49)	未知	>=65
34422	[29,36)	[29,36)	[36,49)
34423	[29,36)	[29,36)	[29,36)
34424	<29	<29	<29
34425	>=65	>=65	>=65
34426	>=65	>=65	>=65
34427	[29,36)	[36,49)	[29,36)
34428	[29,36)	[29,36)	[29,36)
34429	[36,49)	未知	[49,65)
34430	[29,36)	[29,36)	[36,49)
34431	<29	<29	<29
34432	<29	<29	[29,36)
34433	[29,36)	[29,36)	[29,36)
34434	>=65	>=65	>=65
34435	[29,36)	[29,36)	[29,36)
34436	[49,65)	未知	[49,65)
34437	[49,65)	[49,65)	>=65
34438	[36,49)	[29,36)	[36,49)
34439	>=65	>=65	>=65
34440	[36,49)	未知	未知
34441	[49,65)	[49,65)	[49,65)
34442	>=65	>=65	>=65
34443	[49,65)	[49,65)	[49,65)
34444	[49,65)	未知	[49,65)
34445	>=65	>=65	>=65
34446	[29,36)	[29,36)	<29
34447	[49,65)	[36,49)	[36,49)
34448	>=65	>=65	[49,65)
34449	[49,65)	[49,65)	[49,65)
34450	<29	<29	<29
34451	[36,49)	[36,49)	[36,49)
34452	>=65	>=65	>=65
34453	>=65	>=65	[49,65)
34454	>=65	>=65	>=65
34455	[36,49)	[36,49)	[36,49)
34456	[36,49)	[36,49)	[36,49)
34457	[36,49)	[36,49)	[29,36)
34458	[29,36)	[36,49)	[29,36)
34459	[49,65)	[49,65)	[49,65)
34460	<29	<29	<29
34461	>=65	>=65	>=65
34462	>=65	>=65	>=65
34463	[36,49)	[36,49)	[36,49)
34464	<29	<29	<29
34465	[29,36)	[29,36)	[29,36)
34466	[49,65)	[36,49)	[36,49)
34467	[29,36)	[29,36)	[29,36)
34468	>=65	>=65	>=65
34469	[36,49)	[36,49)	[36,49)
34470	[36,49)	[36,49)	<29
34471	>=65	>=65	>=65
34472	>=65	>=65	>=65
34473	[36,49)	[36,49)	[36,49)
34474	[29,36)	[36,49)	<29
34475	[49,65)	未知	[49,65)
34476	<29	<29	<29
34477	[29,36)	[29,36)	<29
34478	[49,65)	[36,49)	[29,36)
34479	<29	<29	<29
34480	[29,36)	[29,36)	[36,49)
34481	>=65	[49,65)	>=65
34482	>=65	>=65	>=65
34483	>=65	>=65	>=65
34484	>=65	>=65	[49,65)
34485	<29	<29	<29
34486	<29	<29	<29
34487	[36,49)	[36,49)	[36,49)
34488	[49,65)	[49,65)	[49,65)
34489	<29	<29	<29
34490	>=65	>=65	>=65
34491	<29	<29	<29
34492	>=65	>=65	>=65
34493	[29,36)	[29,36)	[29,36)
34494	[29,36)	[36,49)	<29
34495	[36,49)	未知	[49,65)
34496	<29	<29	<29
34497	[29,36)	[29,36)	[29,36)
34498	<29	<29	<29
34499	[36,49)	未知	[49,65)
34500	[49,65)	[49,65)	>=65
34501	[49,65)	[49,65)	>=65
34502	[36,49)	[36,49)	[36,49)
34503	[49,65)	未知	>=65
34504	>=65	[49,65)	>=65
34505	[29,36)	[36,49)	<29
34506	[36,49)	未知	未知
34507	[49,65)	[49,65)	>=65
34508	[29,36)	[29,36)	<29
34509	<29	<29	<29
34510	[36,49)	[36,49)	[36,49)
34511	[36,49)	[36,49)	[36,49)
34512	<29	<29	<29
34513	[49,65)	[49,65)	[49,65)
34514	>=65	>=65	>=65
34515	[49,65)	[36,49)	[29,36)
34516	[36,49)	未知	[49,65)
34517	[49,65)	>=65	[49,65)
34518	[36,49)	[36,49)	[36,49)
34519	<29	<29	[29,36)
34520	[29,36)	[29,36)	[36,49)
34521	>=65	>=65	[49,65)
34522	[29,36)	[29,36)	[36,49)
34523	[49,65)	[49,65)	[49,65)
34524	<29	<29	<29
34525	[49,65)	[49,65)	>=65
34526	[36,49)	[36,49)	[36,49)
34527	[36,49)	[36,49)	[36,49)
34528	>=65	>=65	>=65
34529	[29,36)	[29,36)	[29,36)
34530	[49,65)	>=65	[49,65)
34531	[49,65)	未知	[49,65)
34532	[36,49)	未知	[49,65)
34533	[29,36)	[29,36)	[36,49)
34534	[36,49)	未知	>=65
34535	[29,36)	[29,36)	[36,49)
34536	[29,36)	[29,36)	[29,36)
34537	[29,36)	[29,36)	[29,36)
34538	[49,65)	[49,65)	[49,65)
34539	[36,49)	未知	[49,65)
34540	>=65	>=65	>=65
34541	[49,65)	[49,65)	[49,65)
34542	<29	<29	<29
34543	[49,65)	[49,65)	[49,65)
34544	>=65	>=65	>=65
34545	<29	<29	<29
34546	[49,65)	[36,49)	[36,49)
34547	[36,49)	[36,49)	[36,49)
34548	>=65	>=65	>=65
